"";"Site.ID";"Site";"Location";"Region";"Period";"Start.BP.site";"End.BP.site";"Start.BP";"End.BP";"C14.Date";"C14...";"Start.BP.14c";"End.BP.14c";"Latitude";"Longitude";"Study.ID";"Individual.ID";"Sample.ID";"Averaged";"Sex";"Age";"Age_Cat";"C.b.coll.";"N.b.coll.";"C.N..bone.";"CN.accept";"X..collagen.yield..bone.";"elevation";"dist2coast";"d2coast_km";"elev.factor";"Temp_Mean";"Precip_Mean";"Temp_Mean_Seasonality";"Precip_Mean_Seasonality";"Temp_Mean.sd";"Precip_Mean.sd";"Temp_Mean_Seasonality.sd";"Precip_Mean_Seasonality.sd";"Demography.kde.14c";"Demography.kde.corr.14c";"Demography.kde.14c.sd";"Demography.kde.corr.14c.sd";"Citations";"median.year"
"175";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;665;566;720;15;"665";"566";-147,136;-746,577;828;"158A";"#N/A";"#N/A";"M";"Middle Adult";"#N/A";-14,3;13,2;"3.6";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,05;2,42;134,12;0,79;0,03;0,02;2,22;0,01;4,12e-05;"2.16e-06";"1.41e-05";"7.27e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";611
"176";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;722;661;785;15;"722";"661";-147,136;-746,577;829;"158D";"#N/A";"#N/A";"F";"Adolescent";"#N/A";-14,1;12,9;"3.2";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,04;2,37;134,05;0,78;0,02;0,02;1,04;0,01;4,06e-05;"2.08e-06";"1.38e-05";"7.19e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";680
"177";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;541;508;545;15;"541";"508";-147,136;-746,577;830;"158H";"#N/A";"#N/A";"M";"Middle Adult";"#N/A";-13,9;13,5;"3.4";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,08;2,36;131,7;0,79;0,01;0,01;0,16;0;3,49e-05;"1.87e-06";"1.33e-05";"6.95e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";527
"178";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;621;522;585;15;"621";"522";-147,136;-746,577;831;"158J";"#N/A";"#N/A";"F";"Middle Adult";"#N/A";-14,6;13,1;"3.6";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,09;2,38;132,62;0,79;0,02;0,02;1,08;0;3,74e-05;"1.98e-06";"1.36e-05";"7.22e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";552
"179";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;713;573;765;15;"713";"573";-147,136;-746,577;832;"158N";"#N/A";"#N/A";"F";"Middle Adult";"#N/A";-14,1;13;"3.4";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,03;2,4;134,27;0,78;0,02;0,01;1,68;0,01;4,12e-05;"2.13e-06";"1.4e-05";"7.25e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";666
"180";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;626;527;600;20;"626";"527";-147,136;-746,577;833;"Cr159";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-14,9;12,2;"3.4";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,06;2,41;132,62;0,78;0,05;0,03;2,17;0,01;3,87e-05;"2.06e-06";"1.37e-05";"7.23e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";561
"181";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;651;535;634;33;"651";"535";-147,136;-746,577;834;"Cr160";"#N/A";"#N/A";"F";"Adolescent";"#N/A";-13,5;12,4;"3.2";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,05;2,43;132,84;0,79;0,05;0,02;2,4;0,01;4,05e-05;"2.14e-06";"1.39e-05";"7.3e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";588
"182";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;667;560;708;26;"667";"560";-147,136;-746,577;835;"Cr161";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-14;12,9;"3.2";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,05;2,43;133,47;0,79;0,03;0,01;2,16;0,01;4,15e-05;"2.17e-06";"1.4e-05";"7.29e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";618
"183";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;644;552;655;15;"644";"552";-147,136;-746,577;836;"Cr162";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-13,8;11,4;"3.3";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,05;2,44;133,11;0,79;0,05;0,01;2,45;0,01;4,15e-05;"2.16e-06";"1.4e-05";"7.33e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";601
"184";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;653;546;651;31;"653";"546";-147,136;-746,577;837;"Cr166";"#N/A";"#N/A";"M";"Middle Adult";"#N/A";-13,8;13,7;"3.2";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,04;2,43;133,11;0,79;0,05;0,01;2,38;0,01;4,12e-05;"2.16e-06";"1.4e-05";"7.3e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";593
"185";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;546;511;555;15;"546";"511";-147,136;-746,577;838;"Cr170";"#N/A";"#N/A";"M";"Young Adult";"#N/A";-13,8;12,8;"3.2";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,09;2,36;131,7;0,79;0,01;0,01;0,22;0;3,59e-05;"1.9e-06";"1.35e-05";"7.03e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";531
"186";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;657;558;685;20;"657";"558";-147,136;-746,577;840;"Cr178";"#N/A";"#N/A";"M";"Middle Adult";"#N/A";-15,2;12,7;"3.1";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,04;2,44;133,11;0,79;0,04;0,01;2,11;0,01;4,15e-05;"2.17e-06";"1.39e-05";"7.31e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";610
"187";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;644;547;645;20;"644";"547";-147,136;-746,577;841;"Cr179";"#N/A";"#N/A";"M";"Young Adult";"#N/A";-14,2;12,5;"3.2";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,04;2,44;133,11;0,79;0,05;0,01;2,48;0,01;4,13e-05;"2.17e-06";"1.4e-05";"7.3e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";594
"188";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;646;550;650;20;"646";"550";-147,136;-746,577;842;"Cr181";"#N/A";"#N/A";"M";"Middle Adult";"#N/A";-14;12,4;"3.1";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,04;2,44;133,11;0,79;0,05;0,01;2,44;0,01;4,13e-05;"2.16e-06";"1.4e-05";"7.3e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";598
"189";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;548;514;560;15;"548";"514";-147,136;-746,577;844;"Cr194";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-14,9;13,2;"3.2";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,09;2,37;131,7;0,79;0,01;0,01;0,26;0;3,6e-05;"1.91e-06";"1.34e-05";"6.99e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";537
"190";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;626;535;605;15;"626";"535";-147,136;-746,577;845;"Cr195";"#N/A";"#N/A";"F";"Middle Adult";"#N/A";-14;12,8;"3.2";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,05;2,41;132,62;0,78;0,05;0,03;2,29;0,01;3,93e-05;"2.06e-06";"1.38e-05";"7.17e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";562
"191";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;662;561;700;20;"662";"561";-147,136;-746,577;846;"Cr199";"#N/A";"#N/A";"F";"Adolescent";"#N/A";-14,8;13,7;"3.4";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,05;2,43;134,12;0,79;0,03;0,01;2,06;0,01;4,15e-05;"2.16e-06";"1.41e-05";"7.27e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";612
"192";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;657;558;685;20;"657";"558";-147,136;-746,577;847;"Cr200";"#N/A";"#N/A";"M";"Young Adult";"#N/A";-14,2;13,1;"3.3";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,04;2,44;133,11;0,79;0,04;0,01;2,1;0,01;4,13e-05;"2.15e-06";"1.39e-05";"7.48e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";609
"193";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;621;500;558;32;"621";"500";-147,136;-746,577;848;"Cr202";"#N/A";"#N/A";"F";"Adolescent";"#N/A";-13,1;13,2;"3.2";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,08;2,37;132,47;0,79;0,02;0,02;0,99;0;3,6e-05;"1.91e-06";"1.35e-05";"7.02e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";550
"194";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;630;525;607;27;"630";"525";-147,136;-746,577;849;"Cr207";"#N/A";"#N/A";"F";"Adolescent";"#N/A";-14;13,8;"3.4";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,06;2,41;132,62;0,78;0,05;0,03;2,31;0,01;3,95e-05;"2.09e-06";"1.39e-05";"7.27e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";578
"195";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;652;553;665;20;"652";"553";-147,136;-746,577;850;"Cr208";"#N/A";"#N/A";"M";"Old Adult";"#N/A";-13,5;14;"3.3";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,04;2,44;133,11;0,79;0,05;0,01;2,32;0,01;4,13e-05;"2.17e-06";"1.39e-05";"7.33e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";603
"196";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;646;550;650;20;"646";"550";-147,136;-746,577;851;"Cr209";"#N/A";"#N/A";"M";"Old Adult";"#N/A";-14;13,8;"3.3";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,04;2,44;133,11;0,79;0,05;0,01;2,44;0,01;4,12e-05;"2.16e-06";"1.4e-05";"7.4e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";598
"197";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;624;528;595;15;"624";"528";-147,136;-746,577;852;"Cr215";"#N/A";"#N/A";"F";"Middle Adult";"#N/A";-14,3;13,8;"3.2";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,08;2,39;132,62;0,79;0,04;0,03;1,8;0,01;3,81e-05;"2.01e-06";"1.35e-05";"7.22e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";556
"198";"Ayapata";"Ayapata";"Tierras Blanca Valley";"South Highlands";"Late Intermediate Period";700;500;651;556;670;15;"651";"556";-147,136;-746,577;853;"Cr217";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-14,7;13;"3.6";"y";"#N/A";2979;"8.232.303.451";"8.232.303.451";"Mid-elevation";12,04;2,44;133,11;0,79;0,05;0,01;2,25;0,01;4,13e-05;"2.17e-06";"1.42e-05";"7.31e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";605
"199";"Beringa LIP";"Beringa";"Majes Valley";"South Coast";"Late Intermediate Period";950;480;950;480;NA;NA;"#N/A";"#N/A";-161,447;-724,628;863;"1039.0018.04";"ACL-0021";"y";"F";"Middle adult";"#N/A";-14,55;10,5;"3";"y";"#N/A";785;"6.022.836.385";"6.022.836.385";"Mid-elevation";11,71;1,15;109,11;0,96;0,04;0,02;2,28;0,01;0,000298821;"1.93e-06";"4.49e-05";"7.24e-07";"Knudson, K. J., & Tung, T. A. (2011). Investigating regional mobility in the southern hinterland of the Wari Empire: biogeochemistry at the site of Beringa, Peru. American Journal of Physical Anthropology, 145(2), 299-310.";NA
"200";"Beringa MH";"Beringa";"Majes Valley";"South Coast";"Middle Horizon";1350;1150;1350;1150;NA;NA;"#N/A";"#N/A";-161,447;-724,628;865;"1025.0029.00";"ACL-0015";"y";"M";"16--19";"#N/A";-13,6;11,7;"3";"y";"#N/A";785;"6.022.836.385";"6.022.836.385";"Mid-elevation";11,59;1,16;112,18;0,96;0,03;0,02;2,46;0,01;0,000252248;"2.21e-06";"3.64e-05";"7.31e-07";"Knudson, K. J., & Tung, T. A. (2011). Investigating regional mobility in the southern hinterland of the Wari Empire: biogeochemistry at the site of Beringa, Peru. American Journal of Physical Anthropology, 145(2), 299-310.";NA
"201";"Beringa MH";"Beringa";"Majes Valley";"South Coast";"Middle Horizon";1350;1150;1350;1150;NA;NA;"#N/A";"#N/A";-161,447;-724,628;866;"1134.0002.14";"ACL-0031";"y";"F";"17--24";"#N/A";-13,5;10,2;"3";"y";"#N/A";785;"6.022.836.385";"6.022.836.385";"Mid-elevation";11,59;1,16;112,18;0,96;0,03;0,02;2,46;0,01;0,000252305;"2.23e-06";"3.67e-05";"7.38e-07";"Knudson, K. J., & Tung, T. A. (2011). Investigating regional mobility in the southern hinterland of the Wari Empire: biogeochemistry at the site of Beringa, Peru. American Journal of Physical Anthropology, 145(2), 299-310.";NA
"202";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;1175;983;1115;15;"1175";"983";-148,469;-745,196;867;"Cr223";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-14,8;12,1;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";11,99;2,41;136,7;0,79;0,02;0,03;0,72;0,02;4,02e-05;"1.96e-06";"1.43e-05";"7.02e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";990
"203";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;1176;989;910;20;"1176";"989";-148,469;-745,196;868;"Cr227";"#N/A";"#N/A";"F";"Middle Adult";"#N/A";-14,1;10,4;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,1;2,46;136,7;0,78;0,03;0,03;2,39;0,02;3,65e-05;"1.86e-06";"1.32e-05";"6.73e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";790
"204";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;794;690;830;15;"794";"690";-148,469;-745,196;869;"Cr228";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-14,2;11,4;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,06;2,35;131,67;0,79;0,02;0,02;1,25;0;3,94e-05;"2.02e-06";"1.37e-05";"7.13e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";714
"205";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;1056;938;1115;15;"1056";"938";-148,469;-745,196;870;"Cr229";"#N/A";"#N/A";"M";"Old Adult";"#N/A";-14,1;13,5;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";11,99;2,41;136,35;0,79;0,02;0,03;0,72;0,02;3,99e-05;"1.96e-06";"1.43e-05";"7.01e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";990
"206";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;903;737;1100;15;"903";"737";-148,469;-745,196;871;"Cr232";"#N/A";"#N/A";"M";"Old Adult";"#N/A";-13,7;12,6;"3.2";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";11,98;2,38;133,08;0,79;0,02;0,03;0,55;0,01;3,84e-05;"1.91e-06";"1.42e-05";"6.98e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";972
"207";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;796;725;935;32;"796";"725";-148,469;-745,196;872;"Cr233";"#N/A";"#N/A";"M";"Middle Adult";"#N/A";-13,7;14,4;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,09;2,43;129,91;0,79;0,03;0,04;3,29;0,01;3,62e-05;"1.83e-06";"1.33e-05";"6.74e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";801
"208";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;925;799;910;15;"925";"799";-148,469;-745,196;873;"Cr234";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-13;12;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,1;2,46;134,85;0,78;0,03;0,03;2,27;0,02;3,64e-05;"1.85e-06";"1.31e-05";"6.71e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";775
"209";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;1048;930;895;20;"1048";"930";-148,469;-745,196;874;"Cr235";"#N/A";"#N/A";"F";"Middle Adult";"#N/A";-13,8;11,4;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,1;2,45;136,35;0,77;0,02;0,04;2,02;0,01;3,67e-05;"1.87e-06";"1.33e-05";"6.74e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";762
"210";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;1052;933;865;20;"1052";"933";-148,469;-745,196;875;"Cr237";"#N/A";"#N/A";"F";"Middle Adult";"#N/A";-13,9;13,4;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,07;2,4;136,35;0,78;0,03;0,06;1,94;0,01;3,83e-05;"1.95e-06";"1.35e-05";"6.97e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";735
"211";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;1048;930;884;27;"1048";"930";-148,469;-745,196;876;"Cr239";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-12,5;12,5;"3.2";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,09;2,44;136,35;0,78;0,03;0,06;2,33;0,01;3,7e-05;"1.9e-06";"1.33e-05";"6.89e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";772
"212";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;1041;927;945;20;"1041";"927";-148,469;-745,196;877;"Cr240";"#N/A";"#N/A";"M";"Middle Adult";"#N/A";-13,3;13;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,09;2,43;136,35;0,79;0,03;0,04;3,45;0,01;3,6e-05;"1.82e-06";"1.32e-05";"6.67e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";826
"213";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;794;733;900;20;"794";"733";-148,469;-745,196;878;"Cr241";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-16,1;12,6;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,1;2,45;129,91;0,78;0,03;0,04;2,11;0,01;3,68e-05;"1.87e-06";"1.34e-05";"6.83e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";770
"214";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;767;680;1005;20;"767";"680";-148,469;-745,196;879;"Cr242";"#N/A";"#N/A";"F";"Adolescent";"#N/A";-12,4;15,9;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,05;2,38;133,05;0,79;0,03;0,04;1,79;0,01;3,64e-05;"1.83e-06";"1.34e-05";"6.74e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";858
"215";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;959;928;975;15;"959";"928";-148,469;-745,196;880;"Cr246";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-15;12,7;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,07;2,4;137,84;0,79;0,03;0,04;2,26;0,01;3,62e-05;"1.81e-06";"1.33e-05";"6.7e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";833
"216";"C. Tribolpata LIP";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Late Intermediate Period";1150;700;914;794;899;30;"914";"794";-148,469;-745,196;882;"Cr251";"#N/A";"#N/A";"F";"Adolescent";"#N/A";-13,8;13,2;"3.5";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,1;2,44;134,66;0,78;0,03;0,05;2,52;0,01;3,69e-05;"1.87e-06";"1.33e-05";"6.79e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";796
"217";"C. Tribolpata MH";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Middle Horizon";1150;700;1063;959;1163;27;"1063";"959";-148,469;-745,196;883;"Cr222";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-13,8;13,8;"3.2";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12,01;2,44;136,36;0,8;0,03;0,02;0,93;0,01;4,23e-05;"2.07e-06";"1.45e-05";"7.08e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";1048
"218";"C. Tribolpata MH";"C. Tribolpata";"Las Trancas Valley";"South Highlands";"Middle Horizon";1150;700;1052;933;1130;15;"1052";"933";-148,469;-745,196;884;"Cr225";"#N/A";"#N/A";"F";"Adolescent";"#N/A";-13,1;12;"3.3";"y";"#N/A";2857;"8.611.755.201";"8.611.755.201";"Mid-elevation";12;2,43;136,35;0,79;0,02;0,02;0,73;0,02;4,14e-05;"2.03e-06";"1.44e-05";"7.17e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";995
