Site.ID,Site,Location,Region,Period,Start.BP.site,End.BP.site,Start.BP,End.BP,C14.Date,C14...,Start.BP.14c,End.BP.14c,Latitude,Longitude,Study.ID,Individual.ID,Sample.ID,Averaged,Sex,Age,Age_Cat,C.b.coll.,N.b.coll.,C.N..bone.,CN.accept,X..collagen.yield..bone.,elevation,dist2coast,d2coast_km,elev.factor,Temp_Mean,Precip_Mean,Temp_Mean_Seasonality,Precip_Mean_Seasonality,Temp_Mean.sd,Precip_Mean.sd,Temp_Mean_Seasonality.sd,Precip_Mean_Seasonality.sd,Demography.kde.14c,Demography.kde.corr.14c,Demography.kde.14c.sd,Demography.kde.corr.14c.sd,Citations,median.year
Cemetery 1001,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6553,-75.6275,631,57,#N/A,#N/A,M,Mature adult,#N/A,-17.3,9.4,3.54,y,4,224,16874.21215,16.87421215,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.95,0.01,0.000165538,0.00000215,0.0000303,0.000000786,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1764
Cemetery 1002,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6581,-75.6252,632,3,#N/A,#N/A,#N/A,#N/A,#N/A,-13.1,8.9,3.29,y,1,223,16747.53466,16.74753466,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.94,0.01,0.000164327,0.00000215,0.0000303,0.000000787,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1770
Cemetery 1002,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6581,-75.6252,633,111,#N/A,#N/A,#N/A,#N/A,#N/A,-17,6.8,3.2,y,22.1,223,16747.53466,16.74753466,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.97,0.01,0.000164794,0.00000215,0.0000305,0.000000781,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1764
Cemetery 1002,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6581,-75.6252,634,115,#N/A,#N/A,#N/A,#N/A,#N/A,-16.3,9.7,3.21,y,19.7,223,16747.53466,16.74753466,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.96,0.01,0.00016509,0.00000214,0.0000303,0.000000787,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1767
Cemetery 1002,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6581,-75.6252,635,116,#N/A,#N/A,#N/A,#N/A,#N/A,-16.2,10.3,3.16,y,10.4,223,16747.53466,16.74753466,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.95,0.01,0.000165517,0.00000215,0.0000306,0.00000079,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1765
Cemetery 1002,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6581,-75.6252,636,117,#N/A,#N/A,#N/A,#N/A,#N/A,-16.5,8.3,3.22,y,20.9,223,16747.53466,16.74753466,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.95,0.01,0.000164959,0.00000215,0.0000305,0.000000786,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1767
Cemetery 1002,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6581,-75.6252,637,118,#N/A,#N/A,#N/A,#N/A,#N/A,-13.7,10.7,3.25,y,19.7,223,16747.53466,16.74753466,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.95,0.01,0.000165308,0.00000215,0.0000305,0.000000785,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1760
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,638,28,#N/A,#N/A,#N/A,#N/A,#N/A,-10.6,11.1,3.2,y,22.5,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.34,0.01,0.000256778,0.00000175,0.0000759,0.000000754,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",587
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,639,29,#N/A,#N/A,#N/A,#N/A,#N/A,-9.4,11,3.43,y,21.9,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.37,0.01,0.00025737,0.00000173,0.0000761,0.000000748,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",588
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,640,30,#N/A,#N/A,#N/A,#N/A,#N/A,-8.8,9.7,3.32,y,22.2,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.33,0.01,0.000257722,0.00000175,0.0000759,0.000000753,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",583
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,641,31,#N/A,#N/A,#N/A,#N/A,#N/A,-10.3,9.6,3.13,y,19.3,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.36,0.01,0.000254463,0.00000173,0.0000763,0.000000745,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",585
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,642,32,#N/A,#N/A,#N/A,#N/A,#N/A,-15.3,9.1,3.14,y,22.2,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.33,0.01,0.000256369,0.00000176,0.0000765,0.000000736,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",587
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,643,36,#N/A,#N/A,#N/A,#N/A,#N/A,-10,9.5,3.19,y,20.7,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.35,0.01,0.000256154,0.00000175,0.0000761,0.000000738,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",584
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,644,37,#N/A,#N/A,#N/A,#N/A,#N/A,-10.3,11.3,3.25,y,19.9,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.34,0.01,0.000257502,0.00000176,0.000076,0.000000749,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",583
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,645,38,#N/A,#N/A,#N/A,#N/A,#N/A,-9.9,11.4,3.16,y,20.8,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.34,0.01,0.000256596,0.00000176,0.000076,0.000000746,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",585
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,646,39,#N/A,#N/A,#N/A,#N/A,#N/A,-10.3,10.6,3.14,y,20.6,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.34,0.01,0.000258621,0.00000176,0.000076,0.000000754,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",580
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,647,40,#N/A,#N/A,#N/A,#N/A,#N/A,-9.3,10.2,3.29,y,25.2,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.34,0.01,0.000256795,0.00000176,0.0000763,0.000000754,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",588
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,648,41,#N/A,#N/A,#N/A,#N/A,#N/A,-10.3,8.3,3.49,y,25.9,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.34,0.01,0.000258195,0.00000176,0.0000761,0.000000757,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",587
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,649,42,#N/A,#N/A,#N/A,#N/A,#N/A,-10.3,8.3,3.48,y,23.2,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.33,0.01,0.000255937,0.00000175,0.0000764,0.000000755,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",581
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,650,43,#N/A,#N/A,#N/A,#N/A,#N/A,-10.1,10.2,3.21,y,21.4,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.33,0.01,0.000256566,0.00000174,0.0000757,0.000000743,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",582
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,651,44,#N/A,#N/A,#N/A,#N/A,#N/A,-11.2,9.7,3.45,y,26.9,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.34,0.01,0.000256682,0.00000175,0.0000754,0.000000737,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",579
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,652,45,#N/A,#N/A,#N/A,#N/A,#N/A,-11.8,10.6,3.29,y,21.5,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.35,0.01,0.000257763,0.00000174,0.0000761,0.000000748,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",584
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,653,46,#N/A,#N/A,#N/A,#N/A,#N/A,-9.9,10.1,3.24,y,20.5,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.35,0.01,0.000256577,0.00000176,0.0000766,0.000000752,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",586
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,654,47,#N/A,#N/A,#N/A,#N/A,#N/A,-9.7,12.3,3.19,y,20.7,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.35,0.01,0.000256144,0.00000174,0.0000767,0.000000757,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",579
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,655,73,#N/A,#N/A,#N/A,#N/A,#N/A,-9.3,9.2,3.2,y,20.1,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.33,0.01,0.000257216,0.00000175,0.0000758,0.000000755,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",586
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,656,74,#N/A,#N/A,#N/A,#N/A,#N/A,-10.1,9.4,3.23,y,19.4,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.33,0.01,0.000257073,0.00000176,0.0000763,0.000000746,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",585
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,657,75,#N/A,#N/A,#N/A,#N/A,#N/A,-11.8,8.9,3.18,y,23.9,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.34,0.01,0.000256855,0.00000174,0.0000758,0.000000744,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",583
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,658,76,#N/A,#N/A,#N/A,#N/A,#N/A,-11.4,9.8,3.19,y,20.4,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.34,0.01,0.000256452,0.00000174,0.0000763,0.000000753,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",587
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,659,78,#N/A,#N/A,#N/A,#N/A,#N/A,-10.8,9.6,3.2,y,23.3,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.32,0.01,0.000256216,0.00000175,0.0000757,0.000000758,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",585
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,660,79,#N/A,#N/A,#N/A,#N/A,#N/A,-11.9,8.8,3.16,y,19.8,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.33,0.01,0.00025687,0.00000175,0.0000763,0.000000738,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",580
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,661,80,#N/A,#N/A,#N/A,#N/A,#N/A,-9.3,9.5,3.23,y,23.4,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.34,0.01,0.000257263,0.00000174,0.0000768,0.000000742,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",588.5
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,662,119,#N/A,#N/A,#N/A,#N/A,#N/A,-11.6,8.4,3.14,y,20.1,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.33,0.01,0.000257151,0.00000174,0.0000765,0.000000739,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",591
Cemetery 1003,Samaca Basin,Ica Valley,South Coast,Late Intermediate Period,860,310,860,310,NA,NA,#N/A,#N/A,-14.6438,-75.6282,663,120,#N/A,#N/A,#N/A,#N/A,#N/A,-10.9,9.9,3.28,y,22.1,218,17904.96762,17.90496762,Mid-elevation,18.66,0.67,145.99,1.04,0.05,0.02,2.33,0.01,0.000256404,0.00000176,0.0000764,0.000000748,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",584
Cemetery 1004,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6326,-75.633,664,6,#N/A,#N/A,I,Young adult,#N/A,-16.5,12.8,3.31,y,15.2,333,18658.87161,18.65887161,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.95,0.01,0.000165141,0.00000216,0.0000308,0.000000787,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1763
Cemetery 1004,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6326,-75.633,665,61,#N/A,#N/A,I,Adult,#N/A,-16.1,8.3,3.47,y,20.6,333,18658.87161,18.65887161,Mid-elevation,18.57,0.68,146.39,1.06,0.06,0.01,1.94,0.01,0.000164643,0.00000215,0.0000307,0.00000079,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1764
Cemetery 1004,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6326,-75.633,666,62,#N/A,#N/A,I,Adult,#N/A,-16.9,9.6,3.59,y,15.1,333,18658.87161,18.65887161,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.97,0.01,0.000165068,0.00000215,0.0000307,0.000000771,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1764
Cemetery 1004,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6326,-75.633,667,63,#N/A,#N/A,I,Old--middle adult,#N/A,-14.2,10.1,3.35,y,16.4,333,18658.87161,18.65887161,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.94,0.01,0.000164686,0.00000216,0.0000306,0.000000793,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1765
Cemetery 1004,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6326,-75.633,668,64,#N/A,#N/A,I,Adult,#N/A,-15.3,10.2,3.19,y,14.9,333,18658.87161,18.65887161,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.94,0.01,0.000165073,0.00000215,0.0000306,0.000000795,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1764
Cemetery 1004,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6326,-75.633,669,67,#N/A,#N/A,F,Young--middle adult,#N/A,-16.1,9.4,3.88,y,23.1,333,18658.87161,18.65887161,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.93,0.01,0.000164863,0.00000214,0.0000307,0.000000791,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1766
Cemetery 1004,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6326,-75.633,670,68,#N/A,#N/A,M,Old--middle adult,#N/A,-16.5,10.7,3.36,y,16.5,333,18658.87161,18.65887161,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.95,0.01,0.000164906,0.00000214,0.0000303,0.000000774,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1767
Cemetery 1004,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6326,-75.633,671,69,#N/A,#N/A,M?,Young adult,#N/A,-15.7,8.5,3.26,y,21.3,333,18658.87161,18.65887161,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.96,0.01,0.000164782,0.00000215,0.0000307,0.000000795,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1764
Cemetery 1004,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6326,-75.633,672,70,#N/A,#N/A,F,Old middle adult,#N/A,-16.8,7.3,3.48,y,21.4,333,18658.87161,18.65887161,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.97,0.01,0.000165008,0.00000216,0.0000309,0.000000774,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1764
Cemetery 1004,Samaca Basin,Ica Valley,South Coast,Early Intermediate Period,1979,1550,1979,1550,NA,NA,#N/A,#N/A,-14.6326,-75.633,673,72,#N/A,#N/A,I,Adult,#N/A,-16.6,10.3,3.76,y,21,333,18658.87161,18.65887161,Mid-elevation,18.57,0.68,146.39,1.06,0.05,0.01,1.95,0.01,0.000164952,0.00000214,0.0000306,0.000000782,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1768
Cemetery 398,Ullujaya Basin,Ica Valley,South Coast,Middle Horizon,1289,802,1289,802,NA,NA,#N/A,#N/A,-14.6126,-75.6195,674,24,#N/A,#N/A,#N/A,#N/A,#N/A,-13.2,10,3.22,y,21.1,234,21319.7936,21.3197936,Mid-elevation,18.59,0.67,146.81,1.05,0.05,0.01,1.64,0.02,0.00027155,0.00000205,0.0000439,0.000000726,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1046
Cemetery 398,Ullujaya Basin,Ica Valley,South Coast,Middle Horizon,1289,802,1289,802,NA,NA,#N/A,#N/A,-14.6126,-75.6195,675,25,#N/A,#N/A,#N/A,#N/A,#N/A,-13,10.6,3.22,y,19.9,234,21319.7936,21.3197936,Mid-elevation,18.59,0.67,146.81,1.05,0.05,0.01,1.67,0.02,0.000271322,0.00000205,0.0000442,0.00000073,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1043
Cemetery 398,Ullujaya Basin,Ica Valley,South Coast,Middle Horizon,1289,802,1289,802,NA,NA,#N/A,#N/A,-14.6126,-75.6195,676,26,#N/A,#N/A,#N/A,#N/A,#N/A,-13,9.8,3.21,y,20.8,234,21319.7936,21.3197936,Mid-elevation,18.59,0.67,146.81,1.05,0.05,0.01,1.66,0.02,0.000272229,0.00000205,0.0000439,0.000000725,"Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.",1045
